[Pathway Id]	[Pathway]	[Genes]	[Pathway Source]	
PWY-6621	salicylate glucosides biosynthesis I	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6623	salicylate glucosides biosynthesis II	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6624	salicylate glucosides biosynthesis III	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6626	cytidine-5'-diphosphate-glycerol biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00178 | CNAG_00266 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01304 | CNAG_01491 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01885 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02122 | CNAG_02181 | CNAG_02182 | CNAG_02385 | CNAG_02473 | CNAG_02478 | CNAG_02534 | CNAG_02542 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03216 | CNAG_03400 | CNAG_03769 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04742 | CNAG_04927 | CNAG_04955 | CNAG_05095 | CNAG_05480 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06553 | CNAG_06764 | CNAG_07377 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6627	salinosporamide A biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00263 | CNAG_00289 | CNAG_00365 | CNAG_00390 | CNAG_00484 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01744 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02109 | CNAG_02181 | CNAG_02182 | CNAG_02375 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03854 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04475 | CNAG_04657 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05534 | CNAG_05639 | CNAG_05692 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06065 | CNAG_06072 | CNAG_06080 | CNAG_06122 | CNAG_06379 | CNAG_06764 | CNAG_07547 | CNAG_07570 | CNAG_07740 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	MetaCyc	
PWY-6628	superpathway of L-phenylalanine biosynthesis	CNAG_00820 | CNAG_01400 | CNAG_02796 | CNAG_03701 | CNAG_03808 | CNAG_03828 | CNAG_04951 | CNAG_05623 | CNAG_05820 | CNAG_06072 | CNAG_06555	MetaCyc	
PWY-6629	superpathway of L-tryptophan biosynthesis	CNAG_00811 | CNAG_01400 | CNAG_02796 | CNAG_03701 | CNAG_04501 | CNAG_04951 | CNAG_05623 | CNAG_06679	MetaCyc	
PWY-6630	superpathway of L-tyrosine biosynthesis	CNAG_01400 | CNAG_02796 | CNAG_03701 | CNAG_03808 | CNAG_03828 | CNAG_04951 | CNAG_05623 | CNAG_05676 | CNAG_05820 | CNAG_06072 | CNAG_06555	MetaCyc	
PWY-6631	<i>O</i> -methylation of tricetin	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-6633	caffeine degradation V (bacteria, via trimethylurate)	CNAG_03854 | CNAG_03973	MetaCyc	
PWY-6634	3-sulfopropanediol degradation	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6637	sulfolactate degradation II	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6638	sulfolactate degradation III	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05075 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06026 | CNAG_06027 | CNAG_06088 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6640	salicylate degradation IV	CNAG_00178 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_01885 | CNAG_02122 | CNAG_02385 | CNAG_04355 | CNAG_04383 | CNAG_04742 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-6641	superpathway of sulfolactate degradation	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05075 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06026 | CNAG_06027 | CNAG_06088 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6642	(<i>R</i>)-cysteate degradation	CNAG_05075 | CNAG_06026 | CNAG_06088	MetaCyc	
PWY-6643	coenzyme M biosynthesis II	CNAG_05075 | CNAG_06026 | CNAG_06088	MetaCyc	
PWY-6654	phosphopantothenate biosynthesis III	CNAG_02738 | CNAG_04599 | CNAG_05460 | CNAG_05744	MetaCyc	
PWY-6655	xanthan biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6657	polyhydroxydecanoate biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05721 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6658	acetan biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6659	fusicoccin A biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00413 | CNAG_00836 | CNAG_00968 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01902 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02979 | CNAG_03011 | CNAG_03389 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04375 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05149 | CNAG_05534 | CNAG_05622 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_06797 | CNAG_06876 | CNAG_07411 | CNAG_07748 | CNAG_07780 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6660	2-heptyl-3-hydroxy-4(1<i>H</i>)-quinolone biosynthesis	CNAG_04501 | CNAG_06679	MetaCyc	
PWY-6661	4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis	CNAG_04501 | CNAG_06679	MetaCyc	
PWY-6662	superpathway of quinolone and alkylquinolone biosynthesis	CNAG_04501 | CNAG_06679	MetaCyc	
PWY-6664	di-myo-inositol phosphate biosynthesis	CNAG_01539	MetaCyc	
PWY-6667	resveratrol degradation	CNAG_03238	MetaCyc	
PWY-6670	citronellol degradation	CNAG_00452 | CNAG_01836 | CNAG_02449 | CNAG_02562 | CNAG_03666 | CNAG_04688 | CNAG_06431 | CNAG_06433	MetaCyc	
PWY-6672	<i>cis</i>-genanyl-CoA degradation	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00797 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03666 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	MetaCyc	
PWY-6673	caffeoylglucarate biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-6675	sulfur oxidation IV (intracellular sulfur)	CNAG_06002	MetaCyc	
PWY-6676	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	CNAG_03987 | CNAG_04215 | CNAG_06002	MetaCyc	
PWY-6679	jadomycin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01137 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_03427 | CNAG_03942 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05376 | CNAG_05759 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07908 | CNAG_07937	MetaCyc	
PWY-6681	neurosporaxanthin biosynthesis	CNAG_04375 | CNAG_05029 | CNAG_05149 | CNAG_06010 | CNAG_06018	MetaCyc	
PWY-6682	dehydrophos biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00266 | CNAG_00413 | CNAG_00836 | CNAG_00968 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01304 | CNAG_01491 | CNAG_01501 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01902 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02534 | CNAG_02542 | CNAG_02553 | CNAG_02717 | CNAG_02979 | CNAG_03011 | CNAG_03216 | CNAG_03389 | CNAG_03400 | CNAG_03769 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04927 | CNAG_04955 | CNAG_05095 | CNAG_05480 | CNAG_05534 | CNAG_05538 | CNAG_05622 | CNAG_05979 | CNAG_06027 | CNAG_06553 | CNAG_06764 | CNAG_06797 | CNAG_06876 | CNAG_07377 | CNAG_07411 | CNAG_07748 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6683	sulfate reduction III (assimilatory)	CNAG_03168 | CNAG_03987 | CNAG_04215 | CNAG_05070	MetaCyc	
PWY-6686	mannosylglucosylglycerate biosynthesis I	CNAG_00263 | CNAG_00390 | CNAG_01744 | CNAG_02109 | CNAG_02375 | CNAG_04475 | CNAG_05639 | CNAG_05692 | CNAG_06065 | CNAG_06080 | CNAG_06122 | CNAG_07547 | CNAG_07740	MetaCyc	
PWY-6689	tRNA splicing I	CNAG_01624 | CNAG_01665 | CNAG_02973 | CNAG_07470	MetaCyc	
PWY-6691	plaunotol biosynthesis	CNAG_07780	MetaCyc	
PWY-6692	Fe(II) oxidation	CNAG_00254 | CNAG_00573 | CNAG_00978 | CNAG_01287 | CNAG_01321 | CNAG_01323 | CNAG_01451 | CNAG_01470 | CNAG_01799 | CNAG_01991 | CNAG_02140 | CNAG_02315 | CNAG_02443 | CNAG_02833 | CNAG_02938 | CNAG_03359 | CNAG_03544 | CNAG_03629 | CNAG_03861 | CNAG_04378 | CNAG_04612 | CNAG_04739 | CNAG_05132 | CNAG_05197 | CNAG_05434 | CNAG_05633 | CNAG_05839 | CNAG_05909 | CNAG_06138 | CNAG_06147 | CNAG_06180 | CNAG_06663 | CNAG_09000 | CNAG_09004 | CNAG_09005 | CNAG_09006 | CNAG_09007 | CNAG_09009 | CNAG_09011 | CNAG_09012	MetaCyc	
PWY-6693	D-galactose degradation IV	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6696	oxalate degradation III	CNAG_06672	MetaCyc	
PWY-6703	preQ<sub>0</sub> biosynthesis	CNAG_04010	MetaCyc	
PWY-6704	L-ascorbate degradation IV	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	CNAG_00138 | CNAG_00863 | CNAG_00993 | CNAG_01667 | CNAG_02475 | CNAG_02609 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-6710	poly-hydroxy fatty acids biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-6713	L-rhamnose degradation II	CNAG_04096 | CNAG_05029 | CNAG_06010 | CNAG_06018	MetaCyc	
PWY-6714	L-rhamnose degradation III	CNAG_04096	MetaCyc	
PWY-6720	toyocamycin biosynthesis	CNAG_00263 | CNAG_00390 | CNAG_01744 | CNAG_02109 | CNAG_02375 | CNAG_04475 | CNAG_05078 | CNAG_05639 | CNAG_05692 | CNAG_06059 | CNAG_06065 | CNAG_06080 | CNAG_06122 | CNAG_07547 | CNAG_07740	MetaCyc	
PWY-6721	sangivamycin biosynthesis	CNAG_01137 | CNAG_03427 | CNAG_03942 | CNAG_05376 | CNAG_07908	MetaCyc	
PWY-6722	candicidin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00863 | CNAG_00993 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_01836 | CNAG_02449 | CNAG_02475 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_02996 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04264 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05759 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06433 | CNAG_06501 | CNAG_06918 | CNAG_07389 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-6724	starch degradation II	CNAG_00263 | CNAG_00390 | CNAG_01744 | CNAG_02109 | CNAG_02375 | CNAG_04475 | CNAG_05639 | CNAG_05692 | CNAG_06065 | CNAG_06080 | CNAG_06122 | CNAG_07547 | CNAG_07740	MetaCyc	
PWY-6728	methylaspartate cycle	CNAG_00061 | CNAG_00747 | CNAG_00879 | CNAG_01657 | CNAG_03225 | CNAG_03226 | CNAG_03266 | CNAG_03375 | CNAG_03920 | CNAG_04189 | CNAG_05236 | CNAG_05653 | CNAG_07356	MetaCyc	
PWY-6731	starch degradation III	CNAG_06313 | CNAG_06666	MetaCyc	
PWY-6733	sporopollenin precursors biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03019 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04485 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6735	starch degradation IV	CNAG_00601 | CNAG_00696 | CNAG_01421 | CNAG_01987 | CNAG_02081 | CNAG_02860 | CNAG_03240 | CNAG_04183 | CNAG_04498 | CNAG_05607 | CNAG_05915 | CNAG_05991 | CNAG_07318	MetaCyc	
PWY-6736	sulfur volatiles biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00543 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-6737	starch degradation V	CNAG_00601 | CNAG_00696 | CNAG_01421 | CNAG_01987 | CNAG_02081 | CNAG_02860 | CNAG_03240 | CNAG_04183 | CNAG_04498 | CNAG_05607 | CNAG_05915 | CNAG_05991 | CNAG_06313 | CNAG_06666 | CNAG_07318	MetaCyc	
PWY-6739	pinitol biosynthesis II	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-6749	CMP-legionaminate biosynthesis I	CNAG_00178 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00601 | CNAG_00696 | CNAG_01137 | CNAG_01164 | CNAG_01247 | CNAG_01421 | CNAG_01489 | CNAG_01656 | CNAG_01885 | CNAG_01987 | CNAG_02081 | CNAG_02122 | CNAG_02385 | CNAG_02860 | CNAG_03240 | CNAG_03427 | CNAG_03942 | CNAG_04183 | CNAG_04355 | CNAG_04383 | CNAG_04498 | CNAG_04742 | CNAG_05023 | CNAG_05268 | CNAG_05376 | CNAG_05607 | CNAG_05851 | CNAG_05915 | CNAG_05991 | CNAG_06379 | CNAG_07318 | CNAG_07570 | CNAG_07908 | CNAG_07937	MetaCyc	
PWY-6756	<i>S</i>-methyl-5'-thioadenosine degradation II	CNAG_00165	MetaCyc	
PWY-6760	xylose degradation III	CNAG_00005 | CNAG_00331 | CNAG_00488 | CNAG_01512 | CNAG_02012 | CNAG_02312 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_04152 | CNAG_04410 | CNAG_04869 | CNAG_05677 | CNAG_06504 | CNAG_06922 | CNAG_07544	MetaCyc	
PWY-6762	salicylate glucosides biosynthesis IV	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-6763	salicortin biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_01137 | CNAG_02475 | CNAG_02996 | CNAG_03427 | CNAG_03942 | CNAG_04264 | CNAG_04561 | CNAG_05376 | CNAG_07389 | CNAG_07908	MetaCyc	
PWY-6766	salicin biosynthesis	CNAG_00131 | CNAG_00161 | CNAG_00162 | CNAG_00472 | CNAG_00984 | CNAG_01102 | CNAG_01542 | CNAG_01605 | CNAG_01627 | CNAG_01714 | CNAG_01772 | CNAG_01981 | CNAG_02295 | CNAG_02577 | CNAG_02692 | CNAG_02839 | CNAG_02840 | CNAG_02933 | CNAG_02935 | CNAG_02958 | CNAG_03194 | CNAG_03199 | CNAG_03272 | CNAG_03410 | CNAG_03464 | CNAG_03465 | CNAG_03555 | CNAG_03623 | CNAG_03754 | CNAG_03834 | CNAG_03865 | CNAG_03874 | CNAG_04229 | CNAG_04471 | CNAG_04521 | CNAG_05024 | CNAG_05090 | CNAG_06074 | CNAG_06169 | CNAG_06241 | CNAG_06360 | CNAG_06554 | CNAG_06815 | CNAG_07365 | CNAG_07865 | CNAG_08017 | CNAG_08027	MetaCyc	
PWY-6773	1,3-&beta;-D-glucan biosynthesis	CNAG_01941 | CNAG_06508	MetaCyc	
PWY-6784	cellulose and hemicellulose degradation (cellulolosome)	CNAG_00601 | CNAG_00696 | CNAG_01421 | CNAG_01987 | CNAG_02081 | CNAG_02860 | CNAG_03240 | CNAG_04183 | CNAG_04498 | CNAG_05607 | CNAG_05915 | CNAG_05964 | CNAG_05991 | CNAG_07318	MetaCyc	
PWY-6786	detoxification of reactive carbonyls in chloroplasts	CNAG_00105 | CNAG_00141 | CNAG_00234 | CNAG_00429 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02259 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04652 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06759 | CNAG_06764 | CNAG_06997 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-6787	flavonoid biosynthesis (in equisetum)	CNAG_03340	MetaCyc	
PWY-6788	cellulose degradation II (fungi)	CNAG_02588 | CNAG_04104 | CNAG_05369 | CNAG_05411 | CNAG_06931 | CNAG_06936 | CNAG_06985 | CNAG_07600	MetaCyc	
PWY-6792	scopoletin biosynthesis	CNAG_00413 | CNAG_00968 | CNAG_01902 | CNAG_02979 | CNAG_03389 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07411 | CNAG_07748	MetaCyc	
