Pathway Id	Map - Painted With Transformed Genes (new window)	Pathway	Unique Gene Count	Genes
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6883?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6883 (decorated)</a>"""	pyruvate fermentation to butanol II (engineered)	42	CNAG_00105 | CNAG_00141 | CNAG_00524 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02918 | CNAG_03011 | CNAG_03134 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04308 | CNAG_04392 | CNAG_04553 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05378 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	
PWY-6886	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6886?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6886 (decorated)</a>"""	1-butanol autotrophic biosynthesis (engineered)	58	CNAG_00057 | CNAG_00105 | CNAG_00141 | CNAG_00524 | CNAG_00684 | CNAG_00827 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01395 | CNAG_01558 | CNAG_01615 | CNAG_01675 | CNAG_01777 | CNAG_01794 | CNAG_01820 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02035 | CNAG_02181 | CNAG_02182 | CNAG_02230 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02918 | CNAG_03011 | CNAG_03072 | CNAG_03134 | CNAG_03358 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04308 | CNAG_04392 | CNAG_04553 | CNAG_04657 | CNAG_04955 | CNAG_05029 | CNAG_05095 | CNAG_05378 | CNAG_05534 | CNAG_05979 | CNAG_06010 | CNAG_06018 | CNAG_06027 | CNAG_06764 | CNAG_06770 | CNAG_06923 | CNAG_07445 | CNAG_07782 | CNAG_07801	
PWY-6887	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6887?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6887 (decorated)</a>"""	kauralexin biosynthesis	7	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	
PWY-6888	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6888?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6888 (decorated)</a>"""	zealexin biosynthesis	7	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	
PWY-6891	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6891?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6891 (decorated)</a>"""	thiazole biosynthesis II (aerobic bacteria)	1	CNAG_01442	
PWY-6892	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6892?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6892 (decorated)</a>"""	thiazole biosynthesis I (facultative anaerobic bacteria)	2	CNAG_01442 | CNAG_06002	
PWY-6893	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6893?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6893 (decorated)</a>"""	thiamine diphosphate biosynthesis II (Bacillus)	1	CNAG_04230	
PWY-6894	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6894?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6894 (decorated)</a>"""	thiamine diphosphate biosynthesis I (E. coli)	1	CNAG_04230	
PWY-6895	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6895?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6895 (decorated)</a>"""	superpathway of thiamine diphosphate biosynthesis II	2	CNAG_01442 | CNAG_04230	
PWY-6897	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6897?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6897 (decorated)</a>"""	thiamine salvage II	1	CNAG_04230	
PWY-6898	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6898?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6898 (decorated)</a>"""	thiamine salvage III	3	CNAG_01900 | CNAG_01901 | CNAG_04440	
PWY-6899	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6899?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6899 (decorated)</a>"""	base-degraded thiamine salvage	11	CNAG_00002 | CNAG_00343 | CNAG_01044 | CNAG_02006 | CNAG_02085 | CNAG_02226 | CNAG_03170 | CNAG_03743 | CNAG_04866 | CNAG_05396 | CNAG_07712	
PWY-6901	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6901?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6901 (decorated)</a>"""	superpathway of glucose and xylose degradation	18	CNAG_00684 | CNAG_00827 | CNAG_00832 | CNAG_01216 | CNAG_01395 | CNAG_01541 | CNAG_01820 | CNAG_01984 | CNAG_02133 | CNAG_03072 | CNAG_03245 | CNAG_03358 | CNAG_03882 | CNAG_04523 | CNAG_05243 | CNAG_06699 | CNAG_07445 | CNAG_07561	
PWY-6902	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6902?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6902 (decorated)</a>"""	chitin degradation II (Vibrio)	3	CNAG_02598 | CNAG_03412 | CNAG_06659	
PWY-6906	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6906?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6906 (decorated)</a>"""	chitin derivatives degradation	15	CNAG_00601 | CNAG_00696 | CNAG_01421 | CNAG_01987 | CNAG_02081 | CNAG_02445 | CNAG_02860 | CNAG_03240 | CNAG_04183 | CNAG_04498 | CNAG_05607 | CNAG_05915 | CNAG_05991 | CNAG_06098 | CNAG_06190	
PWY-6907	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6907?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6907 (decorated)</a>"""	thiamine diphosphate biosynthesis III (Staphylococcus)	4	CNAG_01900 | CNAG_01901 | CNAG_04230 | CNAG_04440	
PWY-6908	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6908?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6908 (decorated)</a>"""	thiamine diphosphate biosynthesis IV (eukaryotes)	4	CNAG_01900 | CNAG_01901 | CNAG_04230 | CNAG_04440	
PWY-6909	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6909?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6909 (decorated)</a>"""	thiazole biosynthesis III (eukaryotes)	1	CNAG_06002	
PWY-6915	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6915?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6915 (decorated)</a>"""	pentalenolactone biosynthesis	17	CNAG_00413 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01902 | CNAG_02475 | CNAG_02979 | CNAG_02996 | CNAG_03389 | CNAG_04264 | CNAG_04561 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07389 | CNAG_07411 | CNAG_07748	
PWY-6917	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6917?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6917 (decorated)</a>"""	vernolate biosynthesis III	5	CNAG_00688 | CNAG_02969 | CNAG_03238 | CNAG_03455 | CNAG_05730	
PWY-6919	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6919?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6919 (decorated)</a>"""	neopentalenoketolactone and pentalenate biosynthesis	17	CNAG_00413 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01902 | CNAG_02475 | CNAG_02979 | CNAG_02996 | CNAG_03389 | CNAG_04264 | CNAG_04561 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07389 | CNAG_07411 | CNAG_07748	
PWY-6920	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6920?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6920 (decorated)</a>"""	6-gingerol analog biosynthesis (engineered)	18	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_03019 | CNAG_04355 | CNAG_04383 | CNAG_04485 | CNAG_05023 | CNAG_05268 | CNAG_05721 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07747 | CNAG_07937	
PWY-6922	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6922?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6922 (decorated)</a>"""	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis	20	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02048 | CNAG_02049 | CNAG_03542 | CNAG_04355 | CNAG_04383 | CNAG_04990 | CNAG_05023 | CNAG_05268 | CNAG_05386 | CNAG_05851 | CNAG_06272 | CNAG_06379 | CNAG_07570 | CNAG_07937	
PWY-6928	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6928?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6928 (decorated)</a>"""	superpathway of cholesterol degradation I (cholesterol oxidase)	69	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00688 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_02969 | CNAG_03011 | CNAG_03134 | CNAG_03400 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04553 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05378 | CNAG_05534 | CNAG_05730 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
PWY-6930	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6930?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6930 (decorated)</a>"""	phenolic malonylglucosides biosynthesis	14	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	
PWY-6932	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6932?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6932 (decorated)</a>"""	selenate reduction	2	CNAG_03987 | CNAG_04215	
PWY-6935	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6935?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6935 (decorated)</a>"""	seleno-amino acid detoxification and volatilization II	1	CNAG_06036	
PWY-6936	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6936?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6936 (decorated)</a>"""	seleno-amino acid biosynthesis	5	CNAG_01890 | CNAG_04375 | CNAG_05028 | CNAG_05149 | CNAG_05611	
PWY-6937	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6937?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6937 (decorated)</a>"""	superpathway of testosterone and androsterone degradation	18	CNAG_00452 | CNAG_00688 | CNAG_01137 | CNAG_02562 | CNAG_02969 | CNAG_03134 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03942 | CNAG_04308 | CNAG_04553 | CNAG_04688 | CNAG_05376 | CNAG_05378 | CNAG_05730 | CNAG_06431 | CNAG_07908	
PWY-6938	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6938?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6938 (decorated)</a>"""	NADH repair	2	CNAG_00920 | CNAG_05097	
PWY-6944	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6944?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6944 (decorated)</a>"""	androstenedione degradation	18	CNAG_00452 | CNAG_00688 | CNAG_01137 | CNAG_02562 | CNAG_02969 | CNAG_03134 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03942 | CNAG_04308 | CNAG_04553 | CNAG_04688 | CNAG_05376 | CNAG_05378 | CNAG_05730 | CNAG_06431 | CNAG_07908	
PWY-6945	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6945?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6945 (decorated)</a>"""	cholesterol degradation to androstenedione I (cholesterol oxidase)	65	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_03011 | CNAG_03134 | CNAG_03400 | CNAG_03427 | CNAG_03666 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04553 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05378 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
PWY-6946	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6946?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6946 (decorated)</a>"""	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	65	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_03011 | CNAG_03134 | CNAG_03400 | CNAG_03427 | CNAG_03666 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04553 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05378 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
PWY-6947	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6947?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6947 (decorated)</a>"""	superpathway of cholesterol degradation II (cholesterol dehydrogenase)	69	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00688 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_02969 | CNAG_03011 | CNAG_03134 | CNAG_03400 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04553 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05378 | CNAG_05534 | CNAG_05730 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
PWY-6948	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6948?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6948 (decorated)</a>"""	sitosterol degradation to androstenedione	78	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00688 | CNAG_00836 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01836 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02449 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_02969 | CNAG_02996 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04561 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05029 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05534 | CNAG_05730 | CNAG_05851 | CNAG_05979 | CNAG_06010 | CNAG_06018 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06433 | CNAG_06764 | CNAG_07389 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
PWY-6952	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6952?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6952 (decorated)</a>"""	glycerophosphodiester degradation	2	CNAG_02814 | CNAG_02815	
PWY-6954	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6954?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6954 (decorated)</a>"""	superpathway of aromatic compound degradation via 2-oxopent-4-enoate	8	CNAG_00542 | CNAG_00843 | CNAG_02780 | CNAG_02868 | CNAG_03238 | CNAG_03269 | CNAG_03599 | CNAG_06785	
PWY-6955	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-6955?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-6955 (decorated)</a>"""	lincomycin biosynthesis	46	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	
